"";"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"duration";"campaign";"pdays";"previous";"poutcome";"complete"
"38562";36;"blue-collar";"married";"secondary";"no";249;"yes";"no";15;709;5;-1;0;"unknown";"yes"
"38570";38;"self-employed";"single";"tertiary";"no";5774;"yes";"no";15;406;4;359;5;"other";"yes"
"38638";40;"blue-collar";"married";"primary";"no";1841;"yes";"no";15;880;4;-1;0;"unknown";"yes"
"38669";37;"blue-collar";"married";"primary";"no";2120;"yes";"no";15;655;3;175;4;"failure";"yes"
"38691";51;"management";"single";"tertiary";"no";297;"yes";"no";15;415;4;375;1;"failure";"yes"
"38698";35;"technician";"single";"tertiary";"no";13460;"yes";"no";15;1068;3;-1;0;"unknown";"yes"
"38713";56;"blue-collar";"married";"primary";"no";827;"yes";"no";15;462;4;-1;0;"unknown";"yes"
"38726";35;"blue-collar";"married";"secondary";"no";205;"yes";"yes";15;1313;7;312;1;"failure";"yes"
"38729";32;"management";"single";"tertiary";"no";6542;"yes";"no";15;1598;4;175;5;"failure";"yes"
"38733";32;"blue-collar";"single";"secondary";"no";217;"yes";"no";15;692;3;-1;0;"unknown";"yes"
"38746";34;"technician";"married";"tertiary";"no";3743;"yes";"no";18;722;4;-1;0;"unknown";"yes"
"38753";39;"services";"married";"secondary";"no";117;"yes";"no";18;1032;2;-1;0;"unknown";"yes"
"38766";37;"housemaid";"single";"secondary";"no";465;"yes";"no";18;899;3;-1;0;"unknown";"yes"
"38815";40;"admin.";"single";"secondary";"no";2040;"yes";"no";18;906;2;350;2;"failure";"yes"
"38845";22;"services";"single";"secondary";"no";344;"yes";"no";18;347;1;-1;0;"unknown";"yes"
"38856";32;"technician";"single";"secondary";"no";230;"yes";"no";18;442;1;266;8;"failure";"yes"
"38870";33;"admin.";"single";"secondary";"no";1277;"yes";"no";18;827;1;-1;0;"unknown";"yes"
"38890";29;"blue-collar";"married";"secondary";"no";104;"yes";"no";18;903;4;-1;0;"unknown";"yes"
"38913";29;"technician";"single";"secondary";"no";706;"yes";"no";18;1340;1;-1;0;"unknown";"yes"
"38922";24;"blue-collar";"single";"secondary";"no";174;"yes";"yes";18;487;1;-1;0;"unknown";"yes"
"38923";31;"management";"single";"secondary";"no";360;"yes";"no";18;309;1;-1;0;"unknown";"yes"
"38927";31;"blue-collar";"single";"secondary";"no";239;"yes";"no";18;666;1;360;1;"success";"yes"
"38928";28;"admin.";"single";"secondary";"no";2290;"yes";"no";18;2301;1;-1;0;"unknown";"yes"
"38935";24;"services";"single";"secondary";"no";414;"yes";"no";18;493;1;370;1;"other";"yes"
"38950";57;"admin.";"married";"secondary";"no";403;"yes";"no";18;603;1;340;2;"other";"yes"
"38956";27;"blue-collar";"single";"secondary";"no";513;"yes";"yes";18;351;1;-1;0;"unknown";"yes"
"38961";32;"management";"single";"tertiary";"no";7290;"yes";"no";18;357;1;-1;0;"unknown";"yes"
"38969";23;"services";"single";"secondary";"no";279;"yes";"no";18;843;1;370;1;"failure";"yes"
"38976";30;"blue-collar";"single";"secondary";"no";5909;"yes";"no";18;420;2;-1;0;"unknown";"yes"
"39010";55;"blue-collar";"married";"secondary";"no";3917;"yes";"no";18;565;1;-1;0;"unknown";"yes"
"39011";34;"blue-collar";"married";"secondary";"no";243;"yes";"no";18;507;1;-1;0;"unknown";"yes"
"39018";28;"admin.";"single";"secondary";"no";352;"yes";"yes";18;431;1;-1;0;"unknown";"yes"
"39040";29;"technician";"single";"tertiary";"no";615;"yes";"no";18;373;1;-1;0;"unknown";"yes"
"39055";25;"blue-collar";"single";"secondary";"no";217;"yes";"no";18;504;1;-1;0;"unknown";"yes"
"39061";25;"technician";"married";"tertiary";"no";839;"yes";"no";18;700;3;-1;0;"unknown";"yes"
"39080";36;"housemaid";"single";"secondary";"no";1015;"yes";"no";18;1008;1;347;2;"success";"yes"
"39094";25;"services";"single";"secondary";"no";1119;"yes";"no";18;1063;1;-1;0;"unknown";"yes"
"39097";32;"blue-collar";"single";"primary";"no";12198;"yes";"no";18;178;1;-1;0;"unknown";"yes"
"39100";29;"self-employed";"single";"tertiary";"no";476;"yes";"no";18;427;1;-1;0;"unknown";"yes"
"39105";33;"admin.";"single";"tertiary";"no";235;"yes";"no";18;525;1;-1;0;"unknown";"yes"
"39107";38;"entrepreneur";"married";"tertiary";"no";170;"yes";"no";18;442;1;-1;0;"unknown";"yes"
"39123";30;"blue-collar";"single";"secondary";"no";2145;"yes";"no";18;727;2;-1;0;"unknown";"yes"
"39173";29;"admin.";"single";"secondary";"no";306;"yes";"no";18;774;4;-1;0;"unknown";"yes"
"39197";25;"blue-collar";"single";"primary";"no";292;"yes";"yes";18;1027;2;-1;0;"unknown";"yes"
"39213";33;"blue-collar";"married";"secondary";"no";139;"yes";"yes";18;732;2;291;5;"failure";"yes"
"39215";32;"technician";"single";"tertiary";"no";2684;"yes";"no";18;542;2;-1;0;"unknown";"yes"
"39244";33;"management";"single";"tertiary";"no";1304;"yes";"no";18;536;2;-1;0;"unknown";"yes"
"39268";29;"management";"married";"tertiary";"no";1387;"yes";"no";18;256;2;-1;0;"unknown";"yes"
"39352";35;"services";"single";"secondary";"no";719;"yes";"no";18;1359;3;368;3;"failure";"yes"
"39361";29;"unemployed";"single";"tertiary";"no";497;"yes";"no";18;642;3;298;6;"success";"yes"
"39365";42;"blue-collar";"married";"secondary";"no";366;"yes";"no";22;324;1;106;1;"failure";"yes"
"39366";45;"admin.";"single";"secondary";"no";397;"yes";"yes";22;582;1;95;2;"success";"yes"
"39368";37;"management";"married";"tertiary";"no";3723;"no";"no";22;354;1;-1;0;"unknown";"yes"
"39370";32;"technician";"single";"tertiary";"no";1625;"no";"no";22;796;1;109;1;"failure";"yes"
"39372";59;"admin.";"married";"secondary";"no";106;"no";"no";22;186;1;-1;0;"unknown";"yes"
"39388";29;"management";"single";"tertiary";"no";265;"no";"no";22;491;1;-1;0;"unknown";"yes"
"39391";37;"services";"married";"secondary";"no";1543;"yes";"no";22;298;1;10;6;"failure";"yes"
"39392";59;"management";"married";"tertiary";"no";2239;"no";"no";22;431;1;-1;0;"unknown";"yes"
"39396";27;"technician";"single";"secondary";"no";1977;"yes";"no";22;449;1;-1;0;"unknown";"yes"
"39407";43;"services";"married";"secondary";"no";2145;"no";"no";22;271;1;183;3;"failure";"yes"
"39408";39;"technician";"married";"secondary";"no";116;"no";"no";22;554;2;-1;0;"unknown";"yes"
"39413";26;"student";"single";"secondary";"no";620;"no";"no";22;223;1;94;1;"success";"yes"
"39416";39;"management";"single";"tertiary";"no";307;"no";"no";22;182;2;-1;0;"unknown";"yes"
"39418";27;"student";"single";"tertiary";"no";3733;"yes";"no";22;198;1;98;6;"success";"yes"
"39420";32;"services";"single";"secondary";"no";3993;"no";"no";22;148;2;-1;0;"unknown";"yes"
"39422";29;"management";"single";"tertiary";"no";428;"no";"no";22;293;2;-1;0;"unknown";"yes"
"39425";42;"management";"married";"primary";"no";5310;"yes";"no";22;545;2;186;1;"success";"yes"
"39430";36;"management";"married";"tertiary";"no";255;"no";"no";22;970;2;92;2;"other";"yes"
"39434";27;"management";"single";"tertiary";"no";616;"yes";"no";22;685;1;101;1;"other";"yes"
"39440";43;"admin.";"single";"secondary";"no";733;"yes";"no";25;282;1;187;3;"success";"yes"
"39453";28;"self-employed";"single";"tertiary";"no";2503;"no";"no";25;426;1;-1;0;"unknown";"yes"
"39456";60;"retired";"single";"tertiary";"no";439;"no";"yes";25;464;1;321;1;"failure";"yes"
"39457";29;"technician";"single";"secondary";"no";590;"no";"no";25;124;1;-1;0;"unknown";"yes"
"39458";35;"technician";"single";"secondary";"no";204;"yes";"no";25;236;1;-1;0;"unknown";"yes"
"39459";26;"blue-collar";"single";"tertiary";"no";567;"no";"no";25;421;1;-1;0;"unknown";"yes"
"39461";28;"unemployed";"married";"tertiary";"no";482;"no";"no";25;119;1;-1;0;"unknown";"yes"
"39465";26;"student";"single";"tertiary";"no";5169;"yes";"no";25;397;1;35;2;"failure";"yes"
"39472";36;"management";"single";"tertiary";"no";1379;"no";"no";25;189;1;186;1;"failure";"yes"
"39475";28;"technician";"single";"tertiary";"no";386;"no";"no";25;867;1;-1;0;"unknown";"yes"
"39479";28;"management";"single";"tertiary";"no";957;"no";"no";25;915;2;-1;0;"unknown";"yes"
"39485";40;"technician";"married";"secondary";"no";312;"no";"no";25;612;7;-1;0;"unknown";"yes"
"39488";24;"blue-collar";"single";"secondary";"no";167;"no";"yes";25;288;1;96;2;"success";"yes"
"39493";56;"retired";"single";"tertiary";"no";13094;"no";"no";25;1064;1;-1;0;"unknown";"yes"
"39494";34;"management";"single";"tertiary";"no";5086;"no";"no";25;213;4;-1;0;"unknown";"yes"
"39501";28;"admin.";"single";"secondary";"no";707;"yes";"no";25;226;1;-1;0;"unknown";"yes"
"39508";37;"services";"married";"secondary";"no";466;"yes";"yes";25;377;1;-1;0;"unknown";"yes"
"39509";32;"services";"single";"secondary";"no";152;"yes";"no";25;158;2;-1;0;"unknown";"yes"
"39511";43;"technician";"single";"secondary";"no";1612;"no";"no";25;262;2;353;1;"other";"yes"
"39513";36;"technician";"married";"tertiary";"no";911;"yes";"yes";25;117;2;21;3;"failure";"yes"
"39517";29;"admin.";"married";"tertiary";"no";238;"no";"no";25;344;2;88;1;"failure";"yes"
"39518";54;"unemployed";"married";"secondary";"no";1561;"no";"no";25;352;3;186;2;"failure";"yes"
"39519";39;"services";"married";"secondary";"no";1179;"no";"no";25;284;1;-1;0;"unknown";"yes"
"39522";32;"technician";"single";"tertiary";"no";654;"yes";"no";25;615;4;-1;0;"unknown";"yes"
"39525";27;"student";"single";"secondary";"no";253;"no";"no";25;242;2;-1;0;"unknown";"yes"
"39526";32;"technician";"single";"tertiary";"no";705;"yes";"no";25;414;2;35;4;"failure";"yes"
"39528";33;"technician";"single";"tertiary";"no";109;"yes";"yes";25;601;2;10;7;"failure";"yes"
"39536";24;"student";"single";"secondary";"no";23878;"no";"no";26;133;1;97;1;"success";"yes"
"39548";58;"technician";"married";"secondary";"no";3399;"no";"no";26;1078;1;97;7;"other";"yes"
"39553";26;"management";"married";"tertiary";"no";243;"no";"no";26;482;1;-1;0;"unknown";"yes"
"39555";31;"technician";"single";"secondary";"no";138;"no";"no";26;91;1;285;2;"other";"yes"
"39566";25;"management";"single";"tertiary";"no";1317;"no";"no";26;176;1;-1;0;"unknown";"yes"
"39578";58;"retired";"married";"secondary";"no";2714;"no";"no";26;165;1;287;2;"failure";"yes"
"39583";34;"technician";"married";"tertiary";"no";23076;"no";"no";26;243;2;35;6;"other";"yes"
"39584";48;"management";"single";"tertiary";"no";17964;"yes";"no";26;208;2;96;3;"other";"yes"
"39598";60;"retired";"married";"tertiary";"no";846;"no";"no";26;1346;1;-1;0;"unknown";"yes"
"39606";25;"student";"single";"tertiary";"no";326;"no";"no";26;390;1;-1;0;"unknown";"yes"
"39630";25;"student";"single";"secondary";"no";304;"no";"no";26;226;2;-1;0;"unknown";"yes"
"39648";32;"management";"single";"tertiary";"no";312;"no";"no";26;208;2;98;2;"success";"yes"
"39651";25;"admin.";"married";"tertiary";"no";906;"no";"no";26;253;1;-1;0;"unknown";"yes"
"39652";21;"admin.";"single";"secondary";"no";524;"no";"no";26;185;1;-1;0;"unknown";"yes"
"39656";41;"self-employed";"single";"tertiary";"no";1081;"no";"no";27;229;3;-1;0;"unknown";"yes"
"39660";30;"admin.";"single";"secondary";"no";983;"yes";"no";27;189;2;-1;0;"unknown";"yes"
"39663";47;"admin.";"single";"secondary";"no";2232;"no";"no";27;439;1;103;1;"success";"yes"
"39664";37;"admin.";"married";"secondary";"no";1967;"no";"no";27;242;1;212;1;"success";"yes"
"39666";34;"admin.";"married";"secondary";"no";1406;"yes";"no";27;145;1;-1;0;"unknown";"yes"
"39673";28;"admin.";"single";"secondary";"no";157;"no";"no";27;155;3;-1;0;"unknown";"yes"
"39678";26;"admin.";"single";"secondary";"no";2509;"no";"no";27;776;3;97;3;"success";"yes"
"39687";32;"blue-collar";"married";"secondary";"no";10287;"yes";"no";27;281;4;188;1;"failure";"yes"
"39690";30;"management";"single";"tertiary";"no";5359;"no";"no";27;119;1;98;1;"success";"yes"
"39691";54;"self-employed";"single";"tertiary";"no";384;"no";"yes";27;200;1;-1;0;"unknown";"yes"
"39695";35;"technician";"married";"secondary";"no";1368;"no";"no";27;329;1;41;2;"other";"yes"
"39698";54;"retired";"single";"tertiary";"no";3076;"no";"no";27;367;2;-1;0;"unknown";"yes"
"39703";44;"management";"married";"tertiary";"no";7818;"no";"no";27;412;1;-1;0;"unknown";"yes"
"39705";56;"admin.";"single";"secondary";"no";4118;"no";"no";27;165;1;-1;0;"unknown";"yes"
"39715";25;"admin.";"single";"tertiary";"no";760;"yes";"no";27;223;3;89;2;"failure";"yes"
"39725";43;"admin.";"married";"secondary";"no";132;"no";"no";27;187;2;71;1;"success";"yes"
"39730";50;"management";"married";"tertiary";"no";253;"no";"no";28;513;9;-1;0;"unknown";"yes"
"39742";25;"technician";"single";"secondary";"no";7103;"yes";"no";28;188;3;10;1;"failure";"yes"
"39753";55;"admin.";"married";"secondary";"no";602;"no";"no";1;324;3;90;2;"success";"yes"
"39755";57;"management";"married";"tertiary";"no";473;"no";"no";1;295;1;-1;0;"unknown";"yes"
"39759";48;"management";"married";"tertiary";"no";1167;"yes";"yes";1;264;1;-1;0;"unknown";"yes"
"39762";25;"unemployed";"single";"tertiary";"no";343;"no";"no";1;377;1;-1;0;"unknown";"yes"
"39763";49;"management";"married";"tertiary";"no";1808;"yes";"no";1;205;1;95;1;"success";"yes"
"39764";25;"technician";"single";"secondary";"no";1199;"no";"no";1;287;1;-1;0;"unknown";"yes"
"39774";45;"blue-collar";"married";"secondary";"no";1723;"no";"no";1;166;2;-1;0;"unknown";"yes"
"39775";33;"management";"married";"tertiary";"no";1323;"no";"no";1;327;1;-1;0;"unknown";"yes"
"39776";45;"admin.";"married";"tertiary";"no";2552;"no";"no";1;69;1;293;7;"failure";"yes"
"39780";46;"technician";"single";"secondary";"no";5862;"no";"no";1;84;1;-1;0;"unknown";"yes"
"39781";26;"management";"single";"secondary";"no";2613;"no";"no";1;326;1;-1;0;"unknown";"yes"
"39788";25;"technician";"single";"secondary";"no";938;"no";"no";1;1048;1;-1;0;"unknown";"yes"
"39789";53;"technician";"married";"secondary";"no";284;"no";"no";1;781;1;-1;0;"unknown";"yes"
"39791";43;"management";"married";"tertiary";"no";1059;"no";"yes";1;335;2;-1;0;"unknown";"yes"
"39792";49;"technician";"married";"secondary";"no";1684;"no";"yes";1;412;2;-1;0;"unknown";"yes"
"39793";54;"management";"married";"tertiary";"no";534;"no";"no";1;177;2;-1;0;"unknown";"yes"
"39794";47;"technician";"married";"secondary";"no";293;"no";"no";1;251;1;90;1;"success";"yes"
"39800";34;"blue-collar";"married";"secondary";"no";262;"no";"no";1;339;1;-1;0;"unknown";"yes"
"39814";43;"management";"single";"tertiary";"no";2367;"no";"no";1;114;1;38;2;"other";"yes"
"39818";48;"management";"married";"tertiary";"no";3842;"no";"no";1;215;2;-1;0;"unknown";"yes"
"39819";30;"self-employed";"single";"tertiary";"no";3343;"no";"no";1;235;1;-1;0;"unknown";"yes"
"39821";38;"unemployed";"single";"secondary";"no";804;"no";"no";1;1087;1;-1;0;"unknown";"yes"
"39827";27;"management";"single";"tertiary";"no";1840;"no";"no";1;220;1;28;8;"other";"yes"
"39836";40;"blue-collar";"married";"secondary";"no";1451;"no";"no";1;314;1;-1;0;"unknown";"yes"
"39841";47;"management";"married";"tertiary";"no";2351;"no";"no";2;163;2;84;1;"success";"yes"
"39847";54;"unemployed";"single";"secondary";"no";1664;"no";"no";2;257;3;-1;0;"unknown";"yes"
"39848";26;"management";"single";"tertiary";"no";1623;"no";"no";2;479;1;-1;0;"unknown";"yes"
"39850";37;"admin.";"married";"secondary";"no";597;"no";"no";2;395;1;-1;0;"unknown";"yes"
"39853";34;"management";"married";"tertiary";"no";611;"no";"no";2;350;1;-1;0;"unknown";"yes"
"39857";26;"admin.";"single";"tertiary";"no";313;"no";"yes";2;199;1;96;2;"success";"yes"
"39860";44;"management";"married";"tertiary";"no";1954;"no";"no";2;294;1;-1;0;"unknown";"yes"
"39864";29;"management";"single";"tertiary";"no";307;"yes";"no";2;690;1;-1;0;"unknown";"yes"
"39866";26;"technician";"married";"secondary";"no";915;"no";"no";2;384;1;-1;0;"unknown";"yes"
"39867";40;"unemployed";"single";"tertiary";"no";7968;"no";"no";2;596;1;-1;0;"unknown";"yes"
"39868";47;"management";"married";"tertiary";"no";1147;"no";"no";2;654;1;95;1;"failure";"yes"
"39873";43;"blue-collar";"married";"secondary";"no";2160;"no";"no";2;169;1;-1;0;"unknown";"yes"
"39875";52;"technician";"single";"secondary";"no";1005;"yes";"no";2;195;1;-1;0;"unknown";"yes"
"39876";38;"admin.";"married";"tertiary";"no";1988;"no";"no";2;103;1;67;4;"success";"yes"
"39880";33;"services";"single";"secondary";"no";1117;"no";"no";2;417;1;-1;0;"unknown";"yes"
"39882";50;"technician";"married";"secondary";"no";3370;"no";"no";2;160;2;-1;0;"unknown";"yes"
"39885";53;"admin.";"married";"secondary";"no";109;"no";"no";2;270;1;-1;0;"unknown";"yes"
"39887";57;"technician";"married";"primary";"no";3376;"yes";"no";2;421;2;-1;0;"unknown";"yes"
"39889";39;"technician";"married";"secondary";"no";1587;"yes";"no";2;171;3;-1;0;"unknown";"yes"
"39890";42;"services";"married";"secondary";"no";1376;"yes";"no";2;271;2;92;4;"success";"yes"
"39896";49;"technician";"married";"tertiary";"no";523;"yes";"no";2;712;1;60;3;"failure";"yes"
"39897";27;"technician";"single";"tertiary";"no";15161;"no";"no";2;74;1;120;1;"success";"yes"
"39900";32;"admin.";"married";"tertiary";"no";653;"no";"no";2;84;1;-1;0;"unknown";"yes"
"39906";38;"technician";"married";"secondary";"no";5115;"yes";"no";2;318;1;95;7;"success";"yes"
"39911";29;"technician";"single";"secondary";"no";1165;"no";"no";2;245;1;-1;0;"unknown";"yes"
"39914";49;"services";"married";"secondary";"no";7019;"yes";"no";2;263;1;368;3;"failure";"yes"
"39921";46;"blue-collar";"married";"secondary";"no";1568;"yes";"no";2;310;1;55;6;"other";"yes"
"39922";57;"blue-collar";"married";"primary";"no";3109;"no";"no";2;482;2;-1;0;"unknown";"yes"
"39926";28;"technician";"single";"tertiary";"no";4987;"no";"no";2;924;2;113;21;"success";"yes"
"39932";37;"entrepreneur";"married";"tertiary";"no";189;"no";"no";2;253;2;-1;0;"unknown";"yes"
"39938";38;"blue-collar";"married";"secondary";"no";2467;"no";"no";2;192;1;-1;0;"unknown";"yes"
"39940";49;"management";"married";"tertiary";"no";5887;"no";"no";2;181;3;293;2;"failure";"yes"
"39943";35;"technician";"married";"tertiary";"no";1354;"no";"no";2;250;2;-1;0;"unknown";"yes"
"39948";54;"management";"married";"primary";"no";2587;"no";"no";2;236;2;-1;0;"unknown";"yes"
"39954";34;"unemployed";"married";"secondary";"no";978;"no";"no";3;262;2;71;1;"success";"yes"
"39955";60;"technician";"married";"secondary";"no";294;"no";"no";3;206;4;-1;0;"unknown";"yes"
"39956";32;"self-employed";"married";"secondary";"no";409;"no";"no";3;115;2;86;2;"success";"yes"
"39958";40;"student";"single";"secondary";"no";595;"yes";"no";3;406;2;-1;0;"unknown";"yes"
"39959";54;"self-employed";"married";"tertiary";"no";990;"no";"no";3;244;2;-1;0;"unknown";"yes"
"39960";27;"admin.";"single";"secondary";"no";261;"yes";"yes";3;592;4;-1;0;"unknown";"yes"
"39962";55;"entrepreneur";"married";"secondary";"no";27624;"no";"no";3;437;1;-1;0;"unknown";"yes"
"39967";29;"management";"single";"tertiary";"no";3846;"no";"no";3;313;2;-1;0;"unknown";"yes"
"39969";42;"blue-collar";"married";"secondary";"no";2913;"no";"no";3;705;1;195;1;"failure";"yes"
"39971";33;"management";"single";"tertiary";"no";2240;"no";"no";3;198;1;-1;0;"unknown";"yes"
"39973";34;"technician";"married";"tertiary";"no";127;"no";"no";3;117;1;-1;0;"unknown";"yes"
"39974";52;"management";"single";"tertiary";"no";2104;"no";"no";3;210;2;-1;0;"unknown";"yes"
"39977";39;"admin.";"married";"secondary";"no";150;"no";"no";3;296;4;-1;0;"unknown";"yes"
"39979";31;"technician";"single";"tertiary";"no";882;"no";"no";3;411;1;-1;0;"unknown";"yes"
"39980";60;"management";"single";"tertiary";"no";366;"no";"no";3;593;1;-1;0;"unknown";"yes"
"39983";25;"student";"single";"tertiary";"no";1189;"no";"no";3;165;1;-1;0;"unknown";"yes"
"39985";45;"admin.";"married";"secondary";"no";204;"yes";"no";3;224;2;-1;0;"unknown";"yes"
"39987";29;"management";"single";"tertiary";"no";637;"yes";"no";3;340;1;119;1;"failure";"yes"
"39989";55;"management";"single";"tertiary";"no";2383;"no";"no";3;591;2;-1;0;"unknown";"yes"
"39991";26;"technician";"single";"secondary";"no";1231;"yes";"no";3;385;2;96;5;"success";"yes"
"39997";30;"management";"single";"tertiary";"no";3340;"no";"no";3;238;3;-1;0;"unknown";"yes"
"39998";54;"admin.";"single";"secondary";"no";200;"no";"no";3;170;1;-1;0;"unknown";"yes"
